직종,세부직종,직무태그,근무형태,근무지역,출신대학,대학전공,어학시험,자격증,대학성적,근무경력_y,근무경력_m,근무경력_d
영업·판매·TM,영업관리·영업지원,"영업 , 영업관리 , 영업기획",기타,"서울,경기,",한림대학교,경영학과,없음,有,50.0,0,0,0
경영·기획·회계·사무,사무·총무·법무,"VAN&PG관련,일반사무",기타,"서울,서울,서울",성균관대학교,역사학과,없음,無,80.0,0,0,0
디자인,그래픽디자인·CG,"편집, CG, 시각 디자인,",기타,"서울,경기,부산",동서대학교,시각학과,없음,有,70.0,0,0,0
전문·교육·자격,교육·교사·교수·강사,"교육,강사,컴퓨터",기타,"서울,경기,서울",동아대학교,도시공학과,없음,無,70.0,0,0,0
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,마케팅 기획,전략",기타,"서울,경기,",동덕여자대학교,무역학과,없음,有,72.59661835748793,0,0,0
IT·게임,서버·네트워크·보안,"Win NT,2000,보안,서버,네트워크,UNIX,LINUX,SQL",기타,"인천,서울,경기",성공회대학교,전산학과,없음,有,70.0,0,0,0
문화·예술·신문·방송,영상·음향·사진·카메라,"영어 교육 , 편집",기타,"서울,경기,",성신여자대학교,국어국문학과,없음,無,74.84848484848484,0,0,0
재료·화학·섬유·의복,식품가공,"TOEIC 940 , 무역전공 , 신입 , 해외영업을 하고싶습니다.",기타,"서울,경기,기타",수원대학교,무역학과,TOEIC,有,80.0,0,0,0
IT·게임,웹프로그래머,"OCP , Linux , PHP , ASP , JSP , DataBase , 빌링시스템 , Apache , DNS",기타,"서울,서울,서울",동의대학교,컴퓨터공학과,없음,無,70.0,0,0,0
영업·판매·TM,텔레마케팅(인/아웃바운드TM),"콜센터,고객상담,고객지원,인바운드tm,엑셀, 파워포인트,OA",기타,"서울,경기,전북",전주대학교,불어학과,없음,有,72.2707423580786,0,0,0
IT·게임,하드웨어설계·개발·관리,"LOGIC설계(CPLD) , 회로설계(ORCAD) , ARTWORK , 회로분석",기타,"서울,경기,인천",세명대학교,전파학과,없음,無,70.0,0,0,0
IT·게임,"응용프로그래머(Unix,Linux,Java)","Visual Basic , VB , Delphi , SQL Server , Oracle , ASP , UML",기타,"서울,경기,경남",동서대학교,컴퓨터공학과,없음,有,90.0,0,0,0
경영·기획·회계·사무,사무·총무·법무,"관리,총무,사무",기타,"서울,경기,",군산대학교,행정학과,없음,無,80.0,0,0,0
영업·판매·TM,영업관리·영업지원,"화학 , 화학공학 , 영업 , 기술영업, 영업관리 ,  수질환경기사 , 대기환경기사 ,화공",기타,"서울,경기,",수원대학교,화학과,없음,有,70.0,0,0,0
영업·판매·TM,해외영업,"해외영업 , 무역 , 수출 , 수입 , 수출입",기타,"서울,경기,",성균관대학교,경제학과,TOEIC,有,60.0,0,0,0
경영·기획·회계·사무,경영·기획·전략,"기획 , 전략 , 경영기획 , 사업기획 ,  제안 ,  마케팅 ,  마케팅기획 , 영업기획",기타,"서울,경기,경기",선문대학교,경영학과,없음,有,50.0,0,0,0
영업·판매·TM,해외영업,Sales&Marketing Manager,기타,"홍콩,중국,서울",성균관대학교,전파학과,없음,無,71.03946637020567,0,0,0
IT·게임,웹프로그래머,"웹프로그램 , ASP , PHP , JSP , Linux , Windows , Unix , VB , 서버관리",기타,"서울,서울,서울",수원대학교,유전공학과,없음,有,70.0,0,0,0
IT·게임,웹프로그래머,"델파이,Oracle,PRO*C,UNIX C,java,가우스",기타,"서울,경기,인천",한림대학교,통계학과,없음,無,70.0,0,0,0
경영·기획·회계·사무,경리·회계,회계외,기타,"충남,경기,",서원대학교,회계학과,없음,無,72.24137931034483,0,0,0
경영·기획·회계·사무,인사·노무·교육·인재개발,"인사관리,인사담당,인사총무,임금관리,무역사무,무역실무",정규직,"서울,서울,서울",동덕여자대학교,경영학과,TOEIC,有,60.0,8,7,3130
문화·예술·신문·방송,신문·방송·잡지기자,잡지 편집,기타,"서울,경기,경북",연세대학교,성악학과,없음,無,90.0,0,0,0
경영·기획·회계·사무,무역·수출입·운송사무,"일어,일본어",기타,"서울,,",성신여자대학교,일본학과,JLPT,無,80.0,0,0,0
영업·판매·TM,영업·영업기획,영업관리,기타,"서울,경기,전국",세종대학교,경영학과,없음,無,70.0,0,0,0
IT·게임,웹디자인,웹디자이너,기타,"서울,전북,전남",한일장신대학교,산업디자인학과,없음,無,80.0,0,0,0
영업·판매·TM,판매·매장관리·캐셔·프런트,"매장관리,운송,무역",기타,"서울,인천,",수원대학교,재료공학과,없음,有,71.10878661087867,0,0,0
경영·기획·회계·사무,경리·회계,"회계,금융,자금,재무",기타,"서울,대전,",이화여자대학교,경제학과,없음,無,70.0,0,0,0
경영·기획·회계·사무,사무·총무·법무,"엑셀,파워포인트,한글 워드, 인터넷 검색,영업관리,매장관리",기타,"서울,경기,전북",전주대학교,법학과,없음,無,70.0,0,0,0
기술·과학·산업,연구개발·R&D,없음,기타,"서울,경기,",수원대학교,재료공학과,없음,有,70.0,2,1,760
경영·기획·회계·사무,사무·총무·법무,"일반사무,총무,비서",기타,"서울,서울,서울",서원대학교,정치학과,없음,無,70.0,0,0,0
경영·기획·회계·사무,기타 경영·기획·회계·사무,일반 사무직,기타,"서울,,",세종대학교,영문학과,없음,無,70.0,2,1,760
건설·기계·전기·전자,건설·토목·건축설비,토목설계,기타,"서울,경기,인천",광주대학교,토목공과,없음,有,70.0,0,0,0
IT·게임,웹프로그래머,없음,기타,"서울,부산,대전",동아대학교,정치학과,없음,有,70.0,2,11,1060
재료·화학·섬유·의복,섬유·의복,없음,기타,"서울,경기,",광주대학교,디자인학과,없음,無,80.0,0,0,0
전문·교육·자격,법률·법무·특허·상표,"법무,채권",기타,"서울,경기,전남",세종대학교,경영학과,없음,無,60.0,0,0,0
건설·기계·전기·전자,전기·전자·제어,제어,기타,"서울,인천,",전주대학교,물리학과,없음,無,60.0,0,0,0
전문·교육·자격,경영분석·컨설팅·M&A,"아웃플레이스먼트 컨설턴트,MBTI,DiSC,실버 정년 컨설팅",기타,"서울,경기,",연세대학교,물리학과,없음,無,50.0,0,0,0
디자인,그래픽디자인·CG,"편집디자인 , photoShop ,산업디자인,맥디자인,그래픽디자인,CG",기타,"서울,경기,",수원대학교,미술학과,없음,無,70.0,0,0,0
경영·기획·회계·사무,경영·기획·전략,"기획,전략기획,이벤트 기획,서비스 기획",기타,"서울,서울,서울",한성대학교,무역학과,없음,有,60.0,0,0,0
경영·기획·회계·사무,사무·총무·법무,"무역,홍보,사무,관리",기타,"서울,중국,홍콩",한세대학교,음악학과,없음,無,73.28,0,0,0
건설·기계·전기·전자,전기·전자·제어,"PCB,CAD,제어,전자,설계,기술영업,계측,자동화,자동제어,",기타,"서울,경기,충남",선문대학교,제어학과,없음,有,60.0,0,0,0
경영·기획·회계·사무,경리·회계,"MBA,CPA,회계,재무,자금,세무,금융,경리,결산",기타,"서울,경기,충북",연세대학교,대기과학,없음,有,70.0,0,0,0
IT·게임,웹기획·웹마케팅·PM,"웹기획, 마케팅, 컨텐츠 제휴",기타,"서울,,",중앙대학교,경영학과,없음,無,70.0,0,0,0
IT·게임,"응용프로그래머(Unix,Linux,Java)","MCSD,.Net,C#",기타,"서울,대전,광주",목포대학교,무역학과,없음,有,80.0,0,0,0
건설·기계·전기·전자,전기·전자·제어,제어,기타,"서울,인천,경기",전주대학교,물리학과,없음,有,60.0,0,0,0
건설·기계·전기·전자,전기·전자·제어,"연구&개발 , CAD , H,W , R&D",기타,"서울,경기,기타",목포대학교,제어학과,없음,有,80.0,0,0,0
IT·게임,"응용프로그래머(Unix,Linux,Java)","시스템 프로그래머,프로그래머",기타,"서울,경기,",광주대학교,전파학과,없음,無,70.0,0,0,0
경영·기획·회계·사무,사무·총무·법무,금융,기타,"서울,경기,",한성대학교,전산학과,없음,無,70.0,0,0,0
전문·교육·자격,기타 전문·교육·자격,상담,"정규직, 파견직","서울,경기,경기",광주대학교,광고홍보학과,없음,無,70.0,7,9,2825
영업·판매·TM,텔레마케팅(인/아웃바운드TM),고객전화상담(인바운드),기타,"서울,경기,광주",호남대학교,매체학과,없음,無,80.0,0,0,0
영업·판매·TM,영업관리·영업지원,"영업,기획",기타,"부산,,",동아대학교,산림학과,없음,無,70.0,0,0,0
영업·판매·TM,영업관리·영업지원,"영업,영업관리,마케팅",기타,"서울,경기,",한림대학교,중문학과,없음,無,50.0,0,0,0
경영·기획·회계·사무,경영·기획·전략,전자지불,기타,"서울,,",성균관대학교,정치학과,없음,無,71.03946637020567,0,0,0
IT·게임,"응용프로그래머(Unix,Linux,Java)","프로그래머 , 비주얼C++ , C , C++ , java , corba , 네트워크,일본어",기타,"부산,서울,기타",동의대학교,컴퓨터공학과,없음,有,80.0,0,0,0
영업·판매·TM,영업·영업기획,"인사,총무",기타,"서울,,",상지대학교,경영학과,없음,無,60.0,0,0,0
경영·기획·회계·사무,경영·기획·전략,"광고,AE,홍보,일본어,마케팅,기획",정규직,"서울,,",한성대학교,경제학과,없음,有,70.0,7,0,2555
영업·판매·TM,텔레마케팅(인/아웃바운드TM),상담,기타,"대전,충북,서울",이화여자대학교,성악학과,없음,無,60.0,0,0,0
경영·기획·회계·사무,사무·총무·법무,"기획,호텔,영어,서비스,홍보,공사",기타,"서울,경기,인천",동덕여자대학교,보건학과,없음,無,80.0,0,0,0
건설·기계·전기·전자,전기·전자·제어,전기건설,기타,"부산,경기,",동의대학교,전기학과,없음,無,70.0,0,0,0
IT·게임,시스템분석·설계·컨설턴트·ERP,"DB, H,W , 분석,설계,관리 , ORACLE , PRO*C,",기타,"서울,경기,",성균관대학교,전파학과,없음,無,60.0,0,0,0
경영·기획·회계·사무,경영·기획·전략,"경영기획관리,기획조사,구매,구매관리,구매자재,발주,부자재,상품입출고,상품입출고,생산관리,자재,자재관리,자재입출고,자재통합,재고관리,창고관리",정규직,"서울,경기,충북",세명대학교,신학과,없음,有,60.0,5,0,1825
IT·게임,웹기획·웹마케팅·PM,"IT, 컴퓨터, VB, 전산직, XML, C++, HTML, PHOTOSHOP, 공무원, DB,멀티미디어, 웹기획,웹PD,스토리보드,컴퓨터그래픽스, 정보검색,JAVA SCRIPT",기타,"서울,서울,경기",한성대학교,미디어학과,TOEIC,有,70.49060542797494,0,0,0
디자인,출판·편집디자인,"편집디자인,광고디자인,CI.BI,맥킨토시 사용가능",기타,"서울,서울,서울",한세대학교,시각학과,없음,有,70.0,0,0,0
경영·기획·회계·사무,마케팅·마케팅기획,"CRM,DW,대용량DB처리,모델링,보험,BI,OLAP,PM,IT,영어회화,Sybaase,Oracle,SAS,SPSS,EMB","정규직, 계약직, 해외취업","서울,경기,제주",중앙대학교,컴퓨터공학과,TOEIC,有,70.0,11,6,4195
디자인,그래픽디자인·CG,"cg , 그래픽 , 방송 , 디자인 , 영상 , 영화 , cf , 합성 , 편집",기타,"서울,서울,서울",호남대학교,매체학과,없음,無,70.0,0,0,0
영업·판매·TM,영업·영업기획,"영업관리,해외영업,국내영업,무역,제조업",기타,"서울,경기,",한성대학교,무역학과,TOEIC,有,60.0,0,0,0
IT·게임,웹디자인,웹디자인,기타,"서울,서울,기타",전주대학교,시각학과,없음,有,70.0,0,0,0
경영·기획·회계·사무,광고·홍보,광고 및 홍보전략수립,기타,"서울,서울,서울",중앙대학교,경제학과,없음,無,70.0,0,0,0
경영·기획·회계·사무,광고·홍보,"마케팅,홍보",기타,"서울,제주,경기",중앙대학교,광고홍보학과,TOEIC,有,80.0,0,0,0
영업·판매·TM,해외영업,일본어,기타,"서울,,",성신여자대학교,일본학과,JLPT,無,90.0,0,0,0
영업·판매·TM,해외영업,"중국어,영어,ISO,무역,해외영업",기타,"서울,대전,경기",이화여자대학교,중문학과,HSK,有,70.0,0,0,0
경영·기획·회계·사무,경영·기획·전략,"경영,웹디자인,MD,기획,사무",기타,"서울,경기,인천",상지대학교,경영학과,없음,無,50.0,0,0,0
영업·판매·TM,해외영업,"해외영업,마케팅",기타,"서울,경기,",경기대학교,화학과,없음,無,70.0,0,0,0
경영·기획·회계·사무,경리·회계,관리총괄,기타,"서울,경기,",경기대학교,회계학과,없음,無,70.0,0,0,0
IT·게임,"응용프로그래머(Unix,Linux,Java)","Visual Basic, Java, MS-SQL, Visual C++, Window, ASP",기타,"서울,인천,경기",인천대학교,컴퓨터공학과,TOEIC,有,80.0,2,3,820
경영·기획·회계·사무,경리·회계,없음,기타,"서울,경기,전국",경기대학교,회계학과,없음,無,80.0,11,2,4075
경영·기획·회계·사무,경영·기획·전략,"기획,총무,Excel,Powerpoint,ABC,BSC,Access,VB,C,C++,",기타,"서울,경기,",동덕여자대학교,컴퓨터공학과,없음,有,90.0,1,10,665
경영·기획·회계·사무,생산관리·품질관리·품질보증,품질,기타,"부산,부산,부산",동서대학교,산업학과,없음,有,70.0,0,0,0
경영·기획·회계·사무,생산관리·품질관리·품질보증,"전자,H,W,반도체,통신,자동제어,자동화,계측,단말기,제어,품질관리,마이크로프로세서,하드웨어",정규직,"경기,서울,인천",광주대학교,컴퓨터공학과,없음,有,80.0,7,11,2885
문화·예술·신문·방송,신문·방송·잡지기자,방송 연출,기타,"서울,부산,",동의대학교,철학과,없음,無,70.0,0,0,0
경영·기획·회계·사무,사무·총무·법무,"일반사무,사무행정,비품관리,구매관리,상품입출고,물류관리,자재관리,재고관리,교육행정,자재입출고,자재,관리,급여,기획",정규직,"부산,부산,부산",동서대학교,환경공학과,없음,有,80.0,5,1,1855
디자인,그래픽디자인·CG,"산업디자인,디자인,시각디자인,디스플레이,그래픽디자인,포토샵,일러스트,편집디자인",정규직,"미국,미국,미국",군산대학교,산업디자인학과,없음,無,90.0,6,0,2190
영업·판매·TM,기술영업,"기술영업, CTI, SI, 세미나, 전시회, 기획, Consultant, 교육, 해외, 마케팅, 통역, 번역, 영어",기타,"서울,해외,해외",동덕여자대학교,통계학과,TOEIC,有,72.59661835748793,0,0,0
경영·기획·회계·사무,사무·총무·법무,"인사인,총무인,전산인",기타,"서울,경기,기타",용인대학교,통계학과,없음,有,70.0,0,0,0
경영·기획·회계·사무,사무·총무·법무,없음,기타,"서울,서울,경기",한성대학교,무역학과,없음,有,80.0,2,5,880
